sku_id,product_name,brand,category,sub_category,base_price,quality_score,price_tier,overpriced_flag,weak_listing_flag
耐克_0001,耐克轻氧速干T恤,耐克,运动户外,速干T恤,250.0,0.704,低价,True,False
耐克_0002,耐克新季运动背包,耐克,运动户外,运动背包,996.0,0.685,高价,False,False
耐克_0003,耐克云感运动裤,耐克,运动户外,运动裤,583.0,0.896,中价,False,False
耐克_0004,耐克复古速干T恤,耐克,运动户外,速干T恤,547.0,0.788,中价,False,False
耐克_0005,耐克科技感速干T恤,耐克,运动户外,速干T恤,362.0,0.611,低价,True,False
耐克_0006,耐克微风训练鞋,耐克,运动户外,训练鞋,600.0,0.855,中价,False,False
耐克_0007,耐克暖阳冲锋衣,耐克,运动户外,冲锋衣,306.0,0.686,低价,False,False
耐克_0008,耐克新季运动裤,耐克,运动户外,运动裤,464.0,0.438,低价,True,False
耐克_0009,耐克耐磨瑜伽服,耐克,运动户外,瑜伽服,810.0,0.469,中价,False,True
耐克_0010,耐克复古冲锋衣,耐克,运动户外,冲锋衣,220.0,0.584,低价,False,False
耐克_0011,耐克复古运动裤,耐克,运动户外,运动裤,434.0,0.545,低价,False,False
耐克_0012,耐克新季训练鞋,耐克,运动户外,训练鞋,235.0,0.428,低价,True,False
耐克_0013,耐克科技感泳装,耐克,运动户外,泳装,820.0,0.897,中价,False,True
耐克_0014,耐克轻氧运动背包,耐克,运动户外,运动背包,865.0,0.619,中价,False,False
耐克_0015,耐克防滑登山鞋,耐克,运动户外,登山鞋,235.0,0.516,低价,False,False
耐克_0016,耐克百搭羽绒服,耐克,运动户外,羽绒服,615.0,0.631,中价,True,False
耐克_0017,耐克经典登山鞋,耐克,运动户外,登山鞋,903.0,0.561,中价,False,False
耐克_0018,耐克极简羽绒服,耐克,运动户外,羽绒服,723.0,0.383,中价,True,False
耐克_0019,耐克透气速干T恤,耐克,运动户外,速干T恤,1007.0,0.572,高价,False,False
耐克_0020,耐克光感速干T恤,耐克,运动户外,速干T恤,735.0,0.821,中价,True,False
耐克_0021,耐克耐磨羽绒服,耐克,运动户外,羽绒服,535.0,0.606,中价,False,False
耐克_0022,耐克微风运动背包,耐克,运动户外,运动背包,967.0,0.437,高价,False,True
耐克_0023,耐克复古泳装,耐克,运动户外,泳装,622.0,0.856,中价,True,False
耐克_0024,耐克透气速干T恤,耐克,运动户外,速干T恤,874.0,0.558,中价,False,False
耐克_0025,耐克复古速干T恤,耐克,运动户外,速干T恤,533.0,0.522,中价,True,False
耐克_0026,耐克耐磨运动背包,耐克,运动户外,运动背包,620.0,0.739,中价,False,False
耐克_0027,耐克科技感羽绒服,耐克,运动户外,羽绒服,320.0,0.675,低价,False,False
耐克_0028,耐克暖阳运动裤,耐克,运动户外,运动裤,723.0,0.58,中价,False,False
耐克_0029,耐克新季冲锋衣,耐克,运动户外,冲锋衣,597.0,0.804,中价,False,False
耐克_0030,耐克暖阳运动背包,耐克,运动户外,运动背包,901.0,0.512,中价,False,False
耐克_0031,耐克极简运动裤,耐克,运动户外,运动裤,383.0,0.777,低价,False,False
耐克_0032,耐克百搭训练鞋,耐克,运动户外,训练鞋,370.0,0.507,低价,False,False
耐克_0033,耐克光感泳装,耐克,运动户外,泳装,1226.0,0.608,高价,False,False
耐克_0034,耐克光感登山鞋,耐克,运动户外,登山鞋,323.0,0.563,低价,True,False
耐克_0035,耐克经典羽绒服,耐克,运动户外,羽绒服,541.0,0.422,中价,True,False
耐克_0036,耐克暖阳运动背包,耐克,运动户外,运动背包,405.0,0.378,低价,True,True
耐克_0037,耐克轻量户外凉鞋,耐克,运动户外,户外凉鞋,1113.0,0.254,高价,False,False
耐克_0038,耐克新季瑜伽服,耐克,运动户外,瑜伽服,1236.0,0.797,高价,False,False
耐克_0039,耐克减震登山鞋,耐克,运动户外,登山鞋,783.0,0.693,中价,False,False
耐克_0040,耐克百搭训练鞋,耐克,运动户外,训练鞋,316.0,0.302,低价,False,True
耐克_0041,耐克新季瑜伽服,耐克,运动户外,瑜伽服,361.0,0.678,低价,False,False
耐克_0042,耐克微风羽绒服,耐克,运动户外,羽绒服,323.0,0.509,低价,False,False
耐克_0043,耐克微风运动裤,耐克,运动户外,运动裤,539.0,0.618,中价,False,False
耐克_0044,耐克透气羽绒服,耐克,运动户外,羽绒服,891.0,0.481,中价,False,False
耐克_0045,耐克暖阳运动背包,耐克,运动户外,运动背包,478.0,0.439,低价,True,False
耐克_0046,耐克科技感运动裤,耐克,运动户外,运动裤,1197.0,0.511,高价,False,False
耐克_0047,耐克经典羽绒服,耐克,运动户外,羽绒服,672.0,0.449,中价,False,False
耐克_0048,耐克透气泳装,耐克,运动户外,泳装,569.0,0.724,中价,False,False
耐克_0049,耐克云感泳装,耐克,运动户外,泳装,498.0,0.654,低价,True,False
耐克_0050,耐克云感运动背包,耐克,运动户外,运动背包,642.0,0.587,中价,False,False
耐克_0051,耐克复古运动裤,耐克,运动户外,运动裤,551.0,0.614,中价,False,False
耐克_0052,耐克百搭瑜伽服,耐克,运动户外,瑜伽服,767.0,0.801,中价,True,True
耐克_0053,耐克防滑户外凉鞋,耐克,运动户外,户外凉鞋,1058.0,0.67,高价,False,False
耐克_0054,耐克透气户外凉鞋,耐克,运动户外,户外凉鞋,692.0,0.758,中价,False,True
耐克_0055,耐克新季羽绒服,耐克,运动户外,羽绒服,238.0,0.616,低价,False,False
耐克_0056,耐克限定登山鞋,耐克,运动户外,登山鞋,1000.0,0.62,高价,False,True
耐克_0057,耐克暖阳泳装,耐克,运动户外,泳装,902.0,0.647,中价,False,False
耐克_0058,耐克极简冲锋衣,耐克,运动户外,冲锋衣,931.0,0.371,高价,False,False
耐克_0059,耐克轻量登山鞋,耐克,运动户外,登山鞋,352.0,0.284,低价,False,False
耐克_0060,耐克耐磨训练鞋,耐克,运动户外,训练鞋,1178.0,0.489,高价,False,False
耐克_0061,耐克透气速干T恤,耐克,运动户外,速干T恤,931.0,0.906,高价,True,False
耐克_0062,耐克耐磨训练鞋,耐克,运动户外,训练鞋,1094.0,0.64,高价,False,False
耐克_0063,耐克限定泳装,耐克,运动户外,泳装,1009.0,0.63,高价,False,False
耐克_0064,耐克复古运动背包,耐克,运动户外,运动背包,667.0,0.578,中价,True,False
耐克_0065,耐克极简冲锋衣,耐克,运动户外,冲锋衣,745.0,0.756,中价,False,False
耐克_0066,耐克百搭瑜伽服,耐克,运动户外,瑜伽服,204.0,0.526,低价,False,False
耐克_0067,耐克极简羽绒服,耐克,运动户外,羽绒服,831.0,0.828,中价,False,False
耐克_0068,耐克防滑运动背包,耐克,运动户外,运动背包,656.0,0.42,中价,False,False
耐克_0069,耐克减震登山鞋,耐克,运动户外,登山鞋,1096.0,0.796,高价,False,False
耐克_0070,耐克百搭冲锋衣,耐克,运动户外,冲锋衣,351.0,0.697,低价,False,False
耐克_0071,耐克轻量瑜伽服,耐克,运动户外,瑜伽服,560.0,0.791,中价,False,False
耐克_0072,耐克极简瑜伽服,耐克,运动户外,瑜伽服,268.0,0.656,低价,False,False
耐克_0073,耐克限定运动背包,耐克,运动户外,运动背包,282.0,0.273,低价,False,False
耐克_0074,耐克经典户外凉鞋,耐克,运动户外,户外凉鞋,622.0,0.752,中价,False,False
耐克_0075,耐克光感登山鞋,耐克,运动户外,登山鞋,790.0,0.73,中价,False,False
耐克_0076,耐克复古登山鞋,耐克,运动户外,登山鞋,578.0,0.764,中价,False,False
耐克_0077,耐克轻氧瑜伽服,耐克,运动户外,瑜伽服,280.0,0.877,低价,False,False
耐克_0078,耐克都市户外凉鞋,耐克,运动户外,户外凉鞋,957.0,0.686,高价,False,False
耐克_0079,耐克轻氧泳装,耐克,运动户外,泳装,887.0,0.628,中价,False,False
耐克_0080,耐克光感速干T恤,耐克,运动户外,速干T恤,724.0,0.79,中价,False,True
耐克_0081,耐克新季运动背包,耐克,运动户外,运动背包,734.0,0.609,中价,True,False
耐克_0082,耐克新季冲锋衣,耐克,运动户外,冲锋衣,822.0,0.291,中价,False,False
耐克_0083,耐克暖阳户外凉鞋,耐克,运动户外,户外凉鞋,962.0,0.486,高价,False,False
耐克_0084,耐克户外款速干T恤,耐克,运动户外,速干T恤,968.0,0.601,高价,False,False
耐克_0085,耐克复古速干T恤,耐克,运动户外,速干T恤,667.0,0.563,中价,False,False
耐克_0086,耐克云感登山鞋,耐克,运动户外,登山鞋,446.0,0.878,低价,False,False
耐克_0087,耐克复古泳装,耐克,运动户外,泳装,574.0,0.397,中价,False,False
耐克_0088,耐克百搭登山鞋,耐克,运动户外,登山鞋,873.0,0.291,中价,False,False
耐克_0089,耐克耐磨瑜伽服,耐克,运动户外,瑜伽服,823.0,0.473,中价,False,False
耐克_0090,耐克经典训练鞋,耐克,运动户外,训练鞋,275.0,0.576,低价,False,False
阿迪达斯_0001,阿迪达斯经典瑜伽服,阿迪达斯,运动户外,瑜伽服,244.0,0.456,低价,False,False
阿迪达斯_0002,阿迪达斯透气运动背包,阿迪达斯,运动户外,运动背包,671.0,0.72,中价,False,True
阿迪达斯_0003,阿迪达斯减震羽绒服,阿迪达斯,运动户外,羽绒服,1096.0,0.615,高价,False,False
阿迪达斯_0004,阿迪达斯减震瑜伽服,阿迪达斯,运动户外,瑜伽服,1005.0,0.508,高价,True,False
阿迪达斯_0005,阿迪达斯新季速干T恤,阿迪达斯,运动户外,速干T恤,511.0,0.569,中价,False,False
阿迪达斯_0006,阿迪达斯暖阳运动裤,阿迪达斯,运动户外,运动裤,968.0,0.848,高价,False,False
阿迪达斯_0007,阿迪达斯轻氧羽绒服,阿迪达斯,运动户外,羽绒服,340.0,0.46,低价,False,False
阿迪达斯_0008,阿迪达斯复古户外凉鞋,阿迪达斯,运动户外,户外凉鞋,555.0,0.233,中价,False,False
阿迪达斯_0009,阿迪达斯科技感运动裤,阿迪达斯,运动户外,运动裤,566.0,0.444,中价,False,False
阿迪达斯_0010,阿迪达斯轻氧运动裤,阿迪达斯,运动户外,运动裤,424.0,0.647,低价,False,False
阿迪达斯_0011,阿迪达斯微风速干T恤,阿迪达斯,运动户外,速干T恤,450.0,0.405,低价,False,False
阿迪达斯_0012,阿迪达斯暖阳运动裤,阿迪达斯,运动户外,运动裤,406.0,0.543,低价,False,True
阿迪达斯_0013,阿迪达斯都市冲锋衣,阿迪达斯,运动户外,冲锋衣,431.0,0.704,低价,False,False
阿迪达斯_0014,阿迪达斯限定速干T恤,阿迪达斯,运动户外,速干T恤,1139.0,0.534,高价,False,False
阿迪达斯_0015,阿迪达斯百搭运动裤,阿迪达斯,运动户外,运动裤,252.0,0.51,低价,True,False
阿迪达斯_0016,阿迪达斯经典泳装,阿迪达斯,运动户外,泳装,268.0,0.474,低价,False,False
阿迪达斯_0017,阿迪达斯云感瑜伽服,阿迪达斯,运动户外,瑜伽服,596.0,0.799,中价,False,False
阿迪达斯_0018,阿迪达斯科技感户外凉鞋,阿迪达斯,运动户外,户外凉鞋,642.0,0.786,中价,True,False
阿迪达斯_0019,阿迪达斯新季泳装,阿迪达斯,运动户外,泳装,1193.0,0.88,高价,False,False
阿迪达斯_0020,阿迪达斯防滑泳装,阿迪达斯,运动户外,泳装,722.0,0.683,中价,False,False
阿迪达斯_0021,阿迪达斯极简运动裤,阿迪达斯,运动户外,运动裤,554.0,0.479,中价,False,False
阿迪达斯_0022,阿迪达斯防滑速干T恤,阿迪达斯,运动户外,速干T恤,521.0,0.801,中价,False,False
阿迪达斯_0023,阿迪达斯防滑羽绒服,阿迪达斯,运动户外,羽绒服,361.0,0.768,低价,False,False
阿迪达斯_0024,阿迪达斯减震训练鞋,阿迪达斯,运动户外,训练鞋,369.0,0.607,低价,True,False
阿迪达斯_0025,阿迪达斯极简冲锋衣,阿迪达斯,运动户外,冲锋衣,410.0,0.559,低价,False,False
阿迪达斯_0026,阿迪达斯透气冲锋衣,阿迪达斯,运动户外,冲锋衣,588.0,0.453,中价,False,False
阿迪达斯_0027,阿迪达斯极简羽绒服,阿迪达斯,运动户外,羽绒服,801.0,0.583,中价,False,False
阿迪达斯_0028,阿迪达斯经典运动裤,阿迪达斯,运动户外,运动裤,570.0,0.59,中价,False,False
阿迪达斯_0029,阿迪达斯复古运动裤,阿迪达斯,运动户外,运动裤,816.0,0.625,中价,True,False
阿迪达斯_0030,阿迪达斯云感泳装,阿迪达斯,运动户外,泳装,958.0,0.663,高价,False,True
阿迪达斯_0031,阿迪达斯轻量训练鞋,阿迪达斯,运动户外,训练鞋,612.0,0.757,中价,False,True
阿迪达斯_0032,阿迪达斯减震运动背包,阿迪达斯,运动户外,运动背包,805.0,0.41,中价,False,False
阿迪达斯_0033,阿迪达斯暖阳运动裤,阿迪达斯,运动户外,运动裤,845.0,0.645,中价,False,False
阿迪达斯_0034,阿迪达斯复古泳装,阿迪达斯,运动户外,泳装,1117.0,0.466,高价,False,False
阿迪达斯_0035,阿迪达斯微风速干T恤,阿迪达斯,运动户外,速干T恤,279.0,0.658,低价,False,True
阿迪达斯_0036,阿迪达斯轻氧瑜伽服,阿迪达斯,运动户外,瑜伽服,569.0,0.61,中价,False,False
阿迪达斯_0037,阿迪达斯新季速干T恤,阿迪达斯,运动户外,速干T恤,709.0,0.529,中价,False,False
阿迪达斯_0038,阿迪达斯防滑登山鞋,阿迪达斯,运动户外,登山鞋,574.0,0.589,中价,False,False
阿迪达斯_0039,阿迪达斯户外款泳装,阿迪达斯,运动户外,泳装,1158.0,0.768,高价,False,False
阿迪达斯_0040,阿迪达斯透气运动裤,阿迪达斯,运动户外,运动裤,436.0,0.575,低价,False,False
阿迪达斯_0041,阿迪达斯轻量冲锋衣,阿迪达斯,运动户外,冲锋衣,939.0,0.368,高价,True,False
阿迪达斯_0042,阿迪达斯轻氧训练鞋,阿迪达斯,运动户外,训练鞋,523.0,0.755,中价,False,False
阿迪达斯_0043,阿迪达斯百搭训练鞋,阿迪达斯,运动户外,训练鞋,396.0,0.675,低价,True,False
阿迪达斯_0044,阿迪达斯舒适款泳装,阿迪达斯,运动户外,泳装,394.0,0.511,低价,False,False
阿迪达斯_0045,阿迪达斯复古训练鞋,阿迪达斯,运动户外,训练鞋,1096.0,0.49,高价,False,False
阿迪达斯_0046,阿迪达斯云感泳装,阿迪达斯,运动户外,泳装,1154.0,0.571,高价,True,False
阿迪达斯_0047,阿迪达斯舒适款运动裤,阿迪达斯,运动户外,运动裤,1140.0,0.546,高价,False,True
阿迪达斯_0048,阿迪达斯微风运动裤,阿迪达斯,运动户外,运动裤,381.0,0.51,低价,False,False
阿迪达斯_0049,阿迪达斯复古户外凉鞋,阿迪达斯,运动户外,户外凉鞋,381.0,0.606,低价,False,True
阿迪达斯_0050,阿迪达斯都市冲锋衣,阿迪达斯,运动户外,冲锋衣,516.0,0.818,中价,False,False
阿迪达斯_0051,阿迪达斯微风冲锋衣,阿迪达斯,运动户外,冲锋衣,196.0,0.733,低价,False,False
阿迪达斯_0052,阿迪达斯户外款户外凉鞋,阿迪达斯,运动户外,户外凉鞋,996.0,0.748,高价,False,False
阿迪达斯_0053,阿迪达斯限定瑜伽服,阿迪达斯,运动户外,瑜伽服,723.0,0.883,中价,False,False
阿迪达斯_0054,阿迪达斯微风登山鞋,阿迪达斯,运动户外,登山鞋,633.0,0.622,中价,False,False
阿迪达斯_0055,阿迪达斯暖阳瑜伽服,阿迪达斯,运动户外,瑜伽服,386.0,0.66,低价,False,False
阿迪达斯_0056,阿迪达斯暖阳登山鞋,阿迪达斯,运动户外,登山鞋,1115.0,0.626,高价,False,False
阿迪达斯_0057,阿迪达斯暖阳户外凉鞋,阿迪达斯,运动户外,户外凉鞋,533.0,0.656,中价,True,False
阿迪达斯_0058,阿迪达斯透气运动裤,阿迪达斯,运动户外,运动裤,587.0,0.71,中价,False,False
阿迪达斯_0059,阿迪达斯科技感速干T恤,阿迪达斯,运动户外,速干T恤,400.0,0.525,低价,False,False
阿迪达斯_0060,阿迪达斯科技感运动裤,阿迪达斯,运动户外,运动裤,896.0,0.454,高价,False,False
阿迪达斯_0061,阿迪达斯微风户外凉鞋,阿迪达斯,运动户外,户外凉鞋,523.0,0.663,中价,False,True
阿迪达斯_0062,阿迪达斯暖阳户外凉鞋,阿迪达斯,运动户外,户外凉鞋,775.0,0.779,中价,False,False
阿迪达斯_0063,阿迪达斯科技感训练鞋,阿迪达斯,运动户外,训练鞋,864.0,0.419,高价,False,False
阿迪达斯_0064,阿迪达斯限定户外凉鞋,阿迪达斯,运动户外,户外凉鞋,874.0,0.612,高价,False,False
阿迪达斯_0065,阿迪达斯百搭羽绒服,阿迪达斯,运动户外,羽绒服,521.0,0.445,中价,True,False
阿迪达斯_0066,阿迪达斯都市运动裤,阿迪达斯,运动户外,运动裤,244.0,0.605,低价,False,False
阿迪达斯_0067,阿迪达斯百搭运动裤,阿迪达斯,运动户外,运动裤,1190.0,0.461,高价,False,False
阿迪达斯_0068,阿迪达斯云感训练鞋,阿迪达斯,运动户外,训练鞋,755.0,0.714,中价,False,False
阿迪达斯_0069,阿迪达斯减震运动背包,阿迪达斯,运动户外,运动背包,664.0,0.385,中价,False,False
阿迪达斯_0070,阿迪达斯暖阳羽绒服,阿迪达斯,运动户外,羽绒服,378.0,0.653,低价,False,False
阿迪达斯_0071,阿迪达斯减震冲锋衣,阿迪达斯,运动户外,冲锋衣,483.0,0.362,低价,False,False
阿迪达斯_0072,阿迪达斯科技感户外凉鞋,阿迪达斯,运动户外,户外凉鞋,619.0,0.59,中价,False,False
阿迪达斯_0073,阿迪达斯暖阳速干T恤,阿迪达斯,运动户外,速干T恤,483.0,0.786,低价,False,False
阿迪达斯_0074,阿迪达斯经典瑜伽服,阿迪达斯,运动户外,瑜伽服,998.0,0.732,高价,False,False
阿迪达斯_0075,阿迪达斯百搭瑜伽服,阿迪达斯,运动户外,瑜伽服,727.0,0.53,中价,False,False
阿迪达斯_0076,阿迪达斯光感登山鞋,阿迪达斯,运动户外,登山鞋,271.0,0.455,低价,True,False
阿迪达斯_0077,阿迪达斯新季速干T恤,阿迪达斯,运动户外,速干T恤,507.0,0.562,中价,True,False
阿迪达斯_0078,阿迪达斯舒适款羽绒服,阿迪达斯,运动户外,羽绒服,665.0,0.502,中价,False,False
阿迪达斯_0079,阿迪达斯减震登山鞋,阿迪达斯,运动户外,登山鞋,835.0,0.526,中价,True,False
阿迪达斯_0080,阿迪达斯舒适款瑜伽服,阿迪达斯,运动户外,瑜伽服,1179.0,0.538,高价,False,False
阿迪达斯_0081,阿迪达斯限定户外凉鞋,阿迪达斯,运动户外,户外凉鞋,1089.0,0.631,高价,False,False
阿迪达斯_0082,阿迪达斯复古冲锋衣,阿迪达斯,运动户外,冲锋衣,845.0,0.537,中价,True,False
阿迪达斯_0083,阿迪达斯极简运动背包,阿迪达斯,运动户外,运动背包,803.0,0.446,中价,False,False
阿迪达斯_0084,阿迪达斯百搭登山鞋,阿迪达斯,运动户外,登山鞋,781.0,0.6,中价,True,False
阿迪达斯_0085,阿迪达斯极简速干T恤,阿迪达斯,运动户外,速干T恤,629.0,0.836,中价,False,False
安德玛_0001,安德玛云感瑜伽服,安德玛,运动户外,瑜伽服,479.0,0.257,中价,False,False
安德玛_0002,安德玛舒适款运动背包,安德玛,运动户外,运动背包,538.0,0.88,中价,False,False
安德玛_0003,安德玛经典户外凉鞋,安德玛,运动户外,户外凉鞋,656.0,0.321,高价,False,False
安德玛_0004,安德玛经典羽绒服,安德玛,运动户外,羽绒服,337.0,0.876,低价,False,False
安德玛_0005,安德玛限定运动背包,安德玛,运动户外,运动背包,199.0,0.767,低价,False,False
安德玛_0006,安德玛百搭泳装,安德玛,运动户外,泳装,373.0,0.796,低价,False,False
安德玛_0007,安德玛暖阳冲锋衣,安德玛,运动户外,冲锋衣,593.0,0.652,中价,False,False
安德玛_0008,安德玛百搭训练鞋,安德玛,运动户外,训练鞋,732.0,0.797,高价,False,False
安德玛_0009,安德玛轻氧冲锋衣,安德玛,运动户外,冲锋衣,297.0,0.812,低价,False,False
安德玛_0010,安德玛云感羽绒服,安德玛,运动户外,羽绒服,164.0,0.673,低价,False,False
安德玛_0011,安德玛轻量运动背包,安德玛,运动户外,运动背包,637.0,0.752,中价,True,False
安德玛_0012,安德玛复古泳装,安德玛,运动户外,泳装,673.0,0.262,高价,True,False
安德玛_0013,安德玛复古训练鞋,安德玛,运动户外,训练鞋,690.0,0.63,高价,False,False
安德玛_0014,安德玛极简冲锋衣,安德玛,运动户外,冲锋衣,701.0,0.609,高价,False,False
安德玛_0015,安德玛云感速干T恤,安德玛,运动户外,速干T恤,638.0,0.852,中价,False,False
安德玛_0016,安德玛微风瑜伽服,安德玛,运动户外,瑜伽服,685.0,0.767,高价,False,False
安德玛_0017,安德玛科技感羽绒服,安德玛,运动户外,羽绒服,307.0,0.646,低价,False,False
安德玛_0018,安德玛云感瑜伽服,安德玛,运动户外,瑜伽服,780.0,0.704,高价,False,False
安德玛_0019,安德玛云感训练鞋,安德玛,运动户外,训练鞋,843.0,0.573,高价,False,True
安德玛_0020,安德玛舒适款冲锋衣,安德玛,运动户外,冲锋衣,783.0,0.719,高价,False,False
安德玛_0021,安德玛微风羽绒服,安德玛,运动户外,羽绒服,638.0,0.411,中价,False,False
安德玛_0022,安德玛经典羽绒服,安德玛,运动户外,羽绒服,865.0,0.816,高价,False,False
安德玛_0023,安德玛极简运动裤,安德玛,运动户外,运动裤,471.0,0.651,中价,False,False
安德玛_0024,安德玛复古羽绒服,安德玛,运动户外,羽绒服,426.0,0.551,中价,False,False
安德玛_0025,安德玛耐磨训练鞋,安德玛,运动户外,训练鞋,373.0,0.788,低价,False,False
安德玛_0026,安德玛新季登山鞋,安德玛,运动户外,登山鞋,301.0,0.606,低价,False,False
安德玛_0027,安德玛轻量登山鞋,安德玛,运动户外,登山鞋,655.0,0.402,高价,False,False
安德玛_0028,安德玛轻氧训练鞋,安德玛,运动户外,训练鞋,272.0,0.829,低价,False,False
安德玛_0029,安德玛都市登山鞋,安德玛,运动户外,登山鞋,415.0,0.471,中价,False,False
安德玛_0030,安德玛新季训练鞋,安德玛,运动户外,训练鞋,580.0,0.645,中价,True,False
安德玛_0031,安德玛轻量运动背包,安德玛,运动户外,运动背包,162.0,0.484,低价,False,False
安德玛_0032,安德玛透气速干T恤,安德玛,运动户外,速干T恤,499.0,0.678,中价,False,True
安德玛_0033,安德玛户外款冲锋衣,安德玛,运动户外,冲锋衣,478.0,0.75,中价,False,False
安德玛_0034,安德玛经典运动裤,安德玛,运动户外,运动裤,447.0,0.636,中价,False,True
安德玛_0035,安德玛光感泳装,安德玛,运动户外,泳装,805.0,0.478,高价,False,True
安德玛_0036,安德玛新季运动背包,安德玛,运动户外,运动背包,392.0,0.499,中价,True,False
安德玛_0037,安德玛轻氧运动裤,安德玛,运动户外,运动裤,552.0,0.767,中价,False,False
安德玛_0038,安德玛透气运动裤,安德玛,运动户外,运动裤,177.0,0.359,低价,False,False
安德玛_0039,安德玛百搭羽绒服,安德玛,运动户外,羽绒服,296.0,0.87,低价,False,False
安德玛_0040,安德玛百搭速干T恤,安德玛,运动户外,速干T恤,532.0,0.833,中价,False,False
安德玛_0041,安德玛限定羽绒服,安德玛,运动户外,羽绒服,242.0,0.767,低价,False,False
安德玛_0042,安德玛复古训练鞋,安德玛,运动户外,训练鞋,455.0,0.57,中价,False,False
安德玛_0043,安德玛轻氧羽绒服,安德玛,运动户外,羽绒服,599.0,0.63,中价,False,False
安德玛_0044,安德玛百搭速干T恤,安德玛,运动户外,速干T恤,651.0,0.641,高价,False,False
安德玛_0045,安德玛科技感登山鞋,安德玛,运动户外,登山鞋,830.0,0.558,高价,False,False
安德玛_0046,安德玛微风运动背包,安德玛,运动户外,运动背包,805.0,0.621,高价,False,False
安德玛_0047,安德玛耐磨速干T恤,安德玛,运动户外,速干T恤,282.0,0.435,低价,False,False
安德玛_0048,安德玛光感训练鞋,安德玛,运动户外,训练鞋,328.0,0.373,低价,True,False
安德玛_0049,安德玛防滑羽绒服,安德玛,运动户外,羽绒服,227.0,0.584,低价,False,False
安德玛_0050,安德玛限定户外凉鞋,安德玛,运动户外,户外凉鞋,482.0,0.461,中价,False,False
安德玛_0051,安德玛透气速干T恤,安德玛,运动户外,速干T恤,290.0,0.816,低价,False,False
安德玛_0052,安德玛经典户外凉鞋,安德玛,运动户外,户外凉鞋,556.0,0.568,中价,False,False
安德玛_0053,安德玛微风运动背包,安德玛,运动户外,运动背包,333.0,0.872,低价,False,False
安德玛_0054,安德玛轻氧训练鞋,安德玛,运动户外,训练鞋,404.0,0.795,中价,False,False
安德玛_0055,安德玛复古瑜伽服,安德玛,运动户外,瑜伽服,412.0,0.764,中价,False,False
Reebok_0001,Reebok光感运动裤,Reebok,运动户外,运动裤,420.0,0.584,中价,True,True
Reebok_0002,Reebok暖阳训练鞋,Reebok,运动户外,训练鞋,630.0,0.753,高价,False,False
Reebok_0003,Reebok耐磨羽绒服,Reebok,运动户外,羽绒服,374.0,0.333,中价,True,False
Reebok_0004,Reebok极简羽绒服,Reebok,运动户外,羽绒服,268.0,0.36,低价,True,False
Reebok_0005,Reebok限定运动背包,Reebok,运动户外,运动背包,326.0,0.599,低价,False,False
Reebok_0006,Reebok防滑运动背包,Reebok,运动户外,运动背包,352.0,0.417,中价,True,False
Reebok_0007,Reebok透气羽绒服,Reebok,运动户外,羽绒服,576.0,0.923,高价,False,False
Reebok_0008,Reebok复古运动背包,Reebok,运动户外,运动背包,630.0,0.89,高价,False,False
Reebok_0009,Reebok经典登山鞋,Reebok,运动户外,登山鞋,171.0,0.508,低价,False,False
Reebok_0010,Reebok透气训练鞋,Reebok,运动户外,训练鞋,317.0,0.604,低价,False,True
Reebok_0011,Reebok耐磨登山鞋,Reebok,运动户外,登山鞋,382.0,0.833,中价,False,False
